sentiment,text,sentiment_label
1,i am now an ambassador i am responsible to protect myself and my community from 19 i challenge tag 3 friendsfamily to take the course pic twitter comrnlujm7pla,joy
1,interesting to see folks in have secure jobs there are other set of privileged set of people with great salaries healthcare benefits and entitlements engaged in amazing priorities wonder impacts them,joy
2,since the coronavirus is not as bad as swine flu let us watch the scumbags stall it and reveal who they really are,fear
3,so the dine in part in restaurants and bars here have been closed until further notice because of the coronavirus,anger
3,exactly do not be patient,anger
1,dr tauseef the doctor who got infected with covid 19 in kgmu gave his plasma for to help in the treatment of corona pts proud of you doctor,joy
1,our new lockdown special corona song is going viral heres the link to the video,joy
3,i really hope i get corona virus lol deadass,anger
3,that is it coronavirus has got to go,anger
0,bangkok post headlines on wednesday diamondsuit govt talks up b1 9tn aid diamondsuit virus cases fall for 2nd day running diamondsuit loss of taste smell early symptom of infection 19,sad
2,this is worse than coronavirus hiv and cancer combined,fear
2,watching my child put on a mask before stepping into school this morning was the first time i felt the icy fingers of fear grip my heart home based learning starts on wednesday in,fear
3,okay let us say they both misspoke however biden sounding like he is endorsing trump is nowhere near as irresponsible as the president sounding like he is saying coronavirus is a hoax a lot of his supporters are in the target age range where the virus can be deadly,anger
2,is god fearing gentleman but to crush in maharashtra we need a rough and tough knight like who visits hotspots of day and night,fear
0,sindh govt is fighting with corona for safety of people and federal govt is fighting with sindh govt for face saving,sad
0,staying sane after this continuous lckdwn 1 23 i thnk i may nt b abl to stay sane and nrml till corona dies for forever it may b dat home stay socially distancing urslf can keep u safe of a most hated virus but not refreshing ur head with outdoor activity will obvsly kill u wearyface,sad
0,pic 1 when a covid warriors family asks for help a day later they realise kejriwal will not help them pic 2 when a so called journalist asks for haircut kejriwal tweets for her seperately priorities of the aam aadmi cm ogoqqsazwg at karawal nagar chowk,sad
3,it is ridiculous everyone in america cannot easily get testing out healthcare system is trash,anger
2,could coronavirus end chinas grip on global manufacturing,fear
2,the coronavirus is just the flu with some bop in it,fear
1,after the corona helmet horse now its corona painting time,joy
2,cleveland apl is reducing adoption fees to clear out shelters in midst of coronavirus threat,fear
3,all 50 states have coronavirus this is an insane tweet completely racist out of touch and serves no purpose twitter commq0whpgqve,anger
1,brighten the world with lively smile wonderland,joy
3,trump is lying show us the test results and we will see if trump has tampered with the coronavirus test results i sure he has something,anger
3,my mom just told me someone straight up stole her grocery cart at bjs after she paid for it this is what the is doing to people,anger
2,we compiled a list of south orange county events disrupted by concerns this page will be updated as we learn of changes,fear
3,excellent example of local small business in restaurant bingo order for take out and support local family businesses during shut down twitter comc2mr65ky8f,anger
3,damn i wish people cared about the opioid crisis as much as they do they corona virus,anger
1,faridabad,joy
1,18 nations including usa and uk wants narender modi as leader for task force for corona what a proud moment for india believe in him and india will win please support,joy
1,perspective through this lockdown,joy
1,business insight how technology is changing the world during covid 19 thanking,joy
2,it upsets me that he has coronavirus because i often imagine him spitting in my mouth,fear
2,orange lab coats ward off coronavirus do not they,fear
1,officially ipoh kinta lockdown,joy
2,coronavirus block their ear ni bunch of immature pple,fear
3,im just counting down till some of these cities go full martial law or issue a stay at home order because at this point it is not a matter of if but when,anger
3,cuz they fucking foolish lmfaooo corona virus dont give you the runs bro pic twitter comhzfr7drumc,anger
